bases_after,bases_before,batter,batting_team,canonical_id,display_row_index,event_order,event_type,fielding_team,half,inning,is_plate_appearance,outs_after,outs_before,pitch_text,pitcher,play_text,runner_actions,runners_after,runners_before,runs_scored,season,source_game_id,pitcher_original,pitcher_key,pitcher_attribution_ambiguous,pitcher_attribution_method,source_kind,game_start,official_game_id,series_id,series_game_number,series_source,batter_key,same_game_matchup_number,pitcher_batters_faced_before,mlb_tto_bf9,series_matchup_number,prior_series_game_matchups,re24_run_value,run_value,PA_value,AB_value,H_value,TB_value,BB_value,HBP_value,SF_value,SO_value,HR_value,OBP_num_value,OBP_den_value,wOBA_num_value,wOBA_den_value
3,3,Delanie Wisz,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,3,4,out,Portland Cascade,top,1,True,2,1,"Ball 1, Strike 1 swinging, Ball 2, Strike 2 looking, In play.",Sam Landry,"Delanie Wisz pops out in foul territory to third baseman Kennedy Powell, Maya Brady remains at 2nd, Sydney Romero remains at 1st.","[{""action"": ""remain"", ""from_base"": 2, ""runner"": ""Maya Brady"", ""to_base"": 2}, {""action"": ""remain"", ""from_base"": 1, ""runner"": ""Sydney Romero"", ""to_base"": 1}]","{""1"": ""Sydney Romero"", ""2"": ""Maya Brady""}","{""1"": ""Sydney Romero"", ""2"": ""Maya Brady""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,delaniewisz,1,3,1,1,0,-0.6341813556113667,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
7,3,Bubba Nickles-Camarena,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,4,5,walk,Portland Cascade,top,1,True,2,2,"Ball 1, Ball 2, Ball 3, Strike 1 looking, Foul, Foul, Ball 4.",Sam Landry,"Bubba Nickles-Camarena walks, Sam Landry pitching, Maya Brady advances to 3rd, Sydney Romero advances to 2nd.","[{""action"": ""advance"", ""from_base"": 2, ""runner"": ""Maya Brady"", ""to_base"": 3}, {""action"": ""advance"", ""from_base"": 1, ""runner"": ""Sydney Romero"", ""to_base"": 2}]","{""1"": ""Bubba Nickles-Camarena"", ""2"": ""Sydney Romero"", ""3"": ""Maya Brady""}","{""1"": ""Sydney Romero"", ""2"": ""Maya Brady""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,explicit_play_text,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,bubbanicklescamarena,1,4,1,1,0,0.33634884463951265,0.36479224699788676,1,0,0,0,1,0,0,0,0,1,1,0.7684796416926083,1
7,7,Amari Harper,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,5,6,out,Portland Cascade,top,1,True,3,2,"Strike 1 looking, Foul, Ball 1, Ball 2, In play.",Sam Landry,"Amari Harper grounds out, second baseman Sis Bates to first baseman Tori Vidales.",[],"{""1"": ""Bubba Nickles-Camarena"", ""2"": ""Sydney Romero"", ""3"": ""Maya Brady""}","{""1"": ""Bubba Nickles-Camarena"", ""2"": ""Sydney Romero"", ""3"": ""Maya Brady""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,amariharper,1,5,1,1,0,-0.8038103733911048,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Korbe Otis,Portland Cascade,ausl-2026-d5738e68857ab5e7,6,7,single,Oklahoma City Spark,bottom,1,True,0,0,"Ball 1, Ball 2, Ball 3, Strike 1 looking, Strike 2 looking, Foul, In play.",Maya Johnson,Korbe Otis singles on a ground ball to center fielder Maya Brady.,[],"{""1"": ""Korbe Otis""}",{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,korbeotis,1,0,1,1,0,0.43354266324947666,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
1,1,Megan Grant,Portland Cascade,ausl-2026-d5738e68857ab5e7,7,8,fielders_choice,Oklahoma City Spark,bottom,1,True,1,0,"Ball 1, In play.",Maya Johnson,"Megan Grant grounds into fielder's choice, first baseman Haley Lee to shortstop Sydney Romero, Korbe Otis out advancing to 2nd.","[{""action"": ""out"", ""from_base"": 1, ""runner"": ""Korbe Otis"", ""to_base"": 2}]","{""1"": ""Megan Grant""}","{""1"": ""Korbe Otis""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,megangrant,1,1,1,1,0,-0.4481876134211781,-0.38982237164175143,1,1,0,0,0,0,0,0,0,0,1,0.0,1
3,1,Tori Vidales,Portland Cascade,ausl-2026-d5738e68857ab5e7,8,9,single,Oklahoma City Spark,bottom,1,True,1,1,"Strike 1 looking, Foul, Ball 1, Foul, Ball 2, In play.",Maya Johnson,"Tori Vidales singles on a line drive to center fielder Maya Brady, Megan Grant advances to 2nd.","[{""action"": ""advance"", ""from_base"": 1, ""runner"": ""Megan Grant"", ""to_base"": 2}]","{""1"": ""Tori Vidales"", ""2"": ""Megan Grant""}","{""1"": ""Megan Grant""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,torividales,1,2,1,1,0,0.3994939940853771,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
3,3,Sydney Stewart,Portland Cascade,ausl-2026-d5738e68857ab5e7,9,10,fielders_choice,Oklahoma City Spark,bottom,1,True,2,1,In play.,Maya Johnson,"Sydney Stewart grounds into fielder's choice, shortstop Sydney Romero to third baseman Sydney Sherrill, Megan Grant out advancing to 3rd, Tori Vidales advances to 2nd.","[{""action"": ""out"", ""from_base"": 2, ""runner"": ""Megan Grant"", ""to_base"": 3}, {""action"": ""advance"", ""from_base"": 1, ""runner"": ""Tori Vidales"", ""to_base"": 2}]","{""1"": ""Sydney Stewart"", ""2"": ""Tori Vidales""}","{""1"": ""Tori Vidales"", ""2"": ""Megan Grant""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,sydneystewart,1,3,1,1,0,-0.6341813556113667,-0.38982237164175143,1,1,0,0,0,0,0,0,0,0,1,0.0,1
3,3,Sierra Sacco-Ferrie,Portland Cascade,ausl-2026-d5738e68857ab5e7,10,11,out,Oklahoma City Spark,bottom,1,True,3,2,"Strike 1 looking, Ball 1, Ball 2, Ball 3, In play.",Maya Johnson,Sierra Sacco-Ferrie grounds out to first baseman Haley Lee.,[],"{""1"": ""Sydney Stewart"", ""2"": ""Tori Vidales""}","{""1"": ""Sydney Stewart"", ""2"": ""Tori Vidales""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,sierrasaccoferrie,1,4,1,1,0,-0.4674615287515922,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Jessi Warren,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,11,12,out,Portland Cascade,top,2,True,1,0,"Ball 1, Strike 1 swinging, Ball 2, In play.",Sam Landry,Jessi Warren grounds out to first baseman Tori Vidales.,[],{},{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,jessiwarren,1,6,1,1,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Haley Lee,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,12,13,walk,Portland Cascade,top,2,True,1,1,"Ball 1, Ball 2, Ball 3, Ball 4.",Sam Landry,"Haley Lee walks, Sam Landry pitching.",[],"{""1"": ""Haley Lee""}",{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,explicit_play_text,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,haleylee,1,7,1,1,0,0.3299208501841378,0.36479224699788676,1,0,0,0,1,0,0,0,0,1,1,0.7684796416926083,1
1,1,KK Madrey,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,13,14,strikeout,Portland Cascade,top,2,True,2,1,"Strike 1 looking, Foul, Ball 1, Strike 3 looking.",Sam Landry,"KK Madrey strikes out looking, Sam Landry pitching, Haley Lee remains at 1st.","[{""action"": ""remain"", ""from_base"": 1, ""runner"": ""Haley Lee"", ""to_base"": 1}]","{""1"": ""Haley Lee""}","{""1"": ""Haley Lee""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,explicit_play_text,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,kkmadrey,1,8,1,1,0,-0.3870022666563819,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
1,1,Maya Brady,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,14,15,out,Portland Cascade,top,2,True,3,2,In play.,Sam Landry,"Maya Brady grounds out, pitcher Sam Landry to first baseman Tori Vidales.",[],"{""1"": ""Haley Lee""}","{""1"": ""Haley Lee""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,mayabrady,2,9,2,2,0,-0.3151466236211999,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Kenleigh Cahalan,Portland Cascade,ausl-2026-d5738e68857ab5e7,15,16,hit_by_pitch,Oklahoma City Spark,bottom,2,True,0,0,Ball 1.,Maya Johnson,"Kenleigh Cahalan is hit by pitch, Maya Johnson pitching.",[],"{""1"": ""Kenleigh Cahalan""}",{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,explicit_play_text,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,kenleighcahalan,1,5,1,1,0,0.43354266324947666,0.35940858370783413,1,0,0,0,0,1,0,0,0,1,1,0.7627995158825704,1
1,1,Kennedy Powell,Portland Cascade,ausl-2026-d5738e68857ab5e7,16,17,strikeout,Oklahoma City Spark,bottom,2,True,1,0,"Ball 1, Foul, Foul, Foul, Ball 2, Strike 3 swinging.",Maya Johnson,"Kennedy Powell strikes out swinging, Maya Johnson pitching, Kenleigh Cahalan remains at 1st.","[{""action"": ""remain"", ""from_base"": 1, ""runner"": ""Kenleigh Cahalan"", ""to_base"": 1}]","{""1"": ""Kenleigh Cahalan""}","{""1"": ""Kenleigh Cahalan""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,explicit_play_text,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,kennedypowell,1,6,1,1,0,-0.4481876134211781,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
6,1,Sis Bates,Portland Cascade,ausl-2026-d5738e68857ab5e7,17,18,double,Oklahoma City Spark,bottom,2,True,1,1,"Ball 1, Strike 1 looking, In play.",Maya Johnson,"Sis Bates doubles on a line drive to right fielder KK Madrey, Kenleigh Cahalan advances to 3rd.","[{""action"": ""advance"", ""from_base"": 1, ""runner"": ""Kenleigh Cahalan"", ""to_base"": 3}]","{""2"": ""Sis Bates"", ""3"": ""Kenleigh Cahalan""}","{""1"": ""Kenleigh Cahalan""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,sisbates,1,7,1,1,0,0.48894949597957604,0.7679960004877382,1,1,1,2,0,0,0,0,0,1,1,1.1938866412598885,1
5,6,Kendra Falby,Portland Cascade,ausl-2026-d5738e68857ab5e7,18,19,single,Oklahoma City Spark,bottom,2,True,1,1,In play.,Maya Johnson,"Kendra Falby singles on a line drive to left fielder Bubba Nickles-Camarena, Kenleigh Cahalan scores, Sis Bates advances to 3rd.","[{""action"": ""score"", ""from_base"": 3, ""runner"": ""Kenleigh Cahalan"", ""to_base"": 4}, {""action"": ""advance"", ""from_base"": 2, ""runner"": ""Sis Bates"", ""to_base"": 3}]","{""1"": ""Kendra Falby"", ""3"": ""Sis Bates""}","{""2"": ""Sis Bates"", ""3"": ""Kenleigh Cahalan""}",1,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,kendrafalby,1,8,1,1,0,0.9405506764509968,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
6,5,Korbe Otis,Portland Cascade,ausl-2026-d5738e68857ab5e7,19,20,double,Oklahoma City Spark,bottom,2,True,1,1,In play.,Maya Johnson,"Korbe Otis doubles on a fly ball to center fielder Maya Brady, Sis Bates scores, Kendra Falby advances to 3rd.","[{""action"": ""score"", ""from_base"": 3, ""runner"": ""Sis Bates"", ""to_base"": 4}, {""action"": ""advance"", ""from_base"": 1, ""runner"": ""Kendra Falby"", ""to_base"": 3}]","{""2"": ""Korbe Otis"", ""3"": ""Kendra Falby""}","{""1"": ""Kendra Falby"", ""3"": ""Sis Bates""}",1,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,korbeotis,2,9,2,2,0,1.0594493235490032,0.7679960004877382,1,1,1,2,0,0,0,0,0,1,1,1.1938866412598885,1
6,6,Megan Grant,Portland Cascade,ausl-2026-d5738e68857ab5e7,20,21,strikeout,Oklahoma City Spark,bottom,2,True,2,1,"Ball 1, Ball 2, Ball 3, Strike 1 looking, Strike 2 looking, Strike 3 swinging.",Maya Johnson,"Megan Grant strikes out swinging, Maya Johnson pitching, Kendra Falby remains at 3rd, Korbe Otis remains at 2nd.","[{""action"": ""remain"", ""from_base"": 3, ""runner"": ""Kendra Falby"", ""to_base"": 3}, {""action"": ""remain"", ""from_base"": 2, ""runner"": ""Korbe Otis"", ""to_base"": 2}]","{""2"": ""Korbe Otis"", ""3"": ""Kendra Falby""}","{""2"": ""Korbe Otis"", ""3"": ""Kendra Falby""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,explicit_play_text,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,megangrant,2,10,2,2,0,-0.5988318956855825,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
6,6,Tori Vidales,Portland Cascade,ausl-2026-d5738e68857ab5e7,21,22,out,Oklahoma City Spark,bottom,2,True,3,2,"Foul, Ball 1, In play.",Maya Johnson,Tori Vidales pops out in foul territory to catcher Delanie Wisz.,[],"{""2"": ""Korbe Otis"", ""3"": ""Kendra Falby""}","{""2"": ""Korbe Otis"", ""3"": ""Kendra Falby""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,torividales,2,11,2,2,0,-0.5922664905715753,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Sydney Romero,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,22,23,single,Portland Cascade,top,3,True,0,0,"Ball 1, Ball 2, Strike 1 looking, Strike 2 looking, Ball 3, In play.",Sam Landry,Sydney Romero singles on a hard ground ball to pitcher Sam Landry.,[],"{""1"": ""Sydney Romero""}",{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,sydneyromero,2,10,2,2,0,0.43354266324947666,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
1,1,Sydney Sherrill,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,23,24,fielders_choice,Portland Cascade,top,3,True,1,0,"Ball 1, Ball 2, Strike 1 swinging, Foul, Ball 3, In play.",Sam Landry,"Sydney Sherrill grounds into fielder's choice, third baseman Kennedy Powell to second baseman Sis Bates, Sydney Romero out advancing to 2nd.","[{""action"": ""out"", ""from_base"": 1, ""runner"": ""Sydney Romero"", ""to_base"": 2}]","{""1"": ""Sydney Sherrill""}","{""1"": ""Sydney Romero""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,sydneysherrill,2,11,2,2,0,-0.4481876134211781,-0.38982237164175143,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,1,Delanie Wisz,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,24,25,strikeout,Portland Cascade,top,3,True,2,1,"Strike 1 looking, Strike 2 swinging, Ball 1, Strike 3 swinging.",Sam Landry,"Delanie Wisz strikes out swinging, Sam Landry pitching, Sydney Sherrill remains at 1st.","[{""action"": ""remain"", ""from_base"": 1, ""runner"": ""Sydney Sherrill"", ""to_base"": 1}]","{""1"": ""Sydney Sherrill""}","{""1"": ""Sydney Sherrill""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,explicit_play_text,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,delaniewisz,2,12,2,2,0,-0.3870022666563819,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
1,1,Bubba Nickles-Camarena,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,25,26,fielders_choice,Portland Cascade,top,3,True,3,2,"Ball 1, Ball 2, Strike 1 looking, Ball 3, In play.",Sam Landry,"Bubba Nickles-Camarena grounds into fielder's choice, shortstop Kenleigh Cahalan to second baseman Sis Bates, Sydney Sherrill out advancing to 2nd.","[{""action"": ""out"", ""from_base"": 1, ""runner"": ""Sydney Sherrill"", ""to_base"": 2}]","{""1"": ""Bubba Nickles-Camarena""}","{""1"": ""Sydney Sherrill""}",0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,bubbanicklescamarena,2,13,2,2,0,-0.3151466236211999,-0.38982237164175143,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Sydney Stewart,Portland Cascade,ausl-2026-d5738e68857ab5e7,26,27,out,Oklahoma City Spark,bottom,3,True,1,0,"Strike 1 looking, Ball 1, Ball 2, Ball 3, Strike 2 swinging, In play.",Maya Johnson,Sydney Stewart flies out to center fielder Maya Brady.,[],{},{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,sydneystewart,2,12,2,2,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Sierra Sacco-Ferrie,Portland Cascade,ausl-2026-d5738e68857ab5e7,27,28,out,Oklahoma City Spark,bottom,3,True,2,1,"Ball 1, Ball 2, Strike 1 looking, Strike 2 swinging, Ball 3, In play.",Maya Johnson,"Sierra Sacco-Ferrie grounds out, pitcher Maya Johnson to first baseman Haley Lee.",[],{},{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,sierrasaccoferrie,2,13,2,2,0,-0.2189932866376146,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Kenleigh Cahalan,Portland Cascade,ausl-2026-d5738e68857ab5e7,28,29,out,Oklahoma City Spark,bottom,3,True,3,2,"Strike 1 looking, Ball 1, Strike 2 looking, Ball 2, Ball 3, Foul, In play.",Maya Johnson,Kenleigh Cahalan pops out in foul territory to third baseman Sydney Sherrill.,[],{},{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,kenleighcahalan,2,14,2,2,0,-0.15323475345582935,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Amari Harper,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,29,30,out,Portland Cascade,top,4,True,1,0,"Strike 1 looking, In play.",Sam Landry,Amari Harper flies out to left fielder Sierra Sacco-Ferrie.,[],{},{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,amariharper,2,14,2,2,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Jessi Warren,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,30,31,out,Portland Cascade,top,4,True,2,1,"Strike 1 looking, Strike 2 looking, Ball 1, Ball 2, Foul, Foul, Ball 3, In play.",Sam Landry,Jessi Warren flies out to right fielder Korbe Otis.,[],{},{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,jessiwarren,2,15,2,2,0,-0.2189932866376146,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Haley Lee,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,31,32,strikeout,Portland Cascade,top,4,True,3,2,"Strike 1 looking, Ball 1, Ball 2, Strike 2 looking, Ball 3, Strike 3 swinging.",Sam Landry,"Haley Lee strikes out swinging, Sam Landry pitching.",[],{},{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,explicit_play_text,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,haleylee,2,16,2,2,0,-0.15323475345582935,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
0,0,Kennedy Powell,Portland Cascade,ausl-2026-d5738e68857ab5e7,32,33,out,Oklahoma City Spark,bottom,4,True,1,0,"Ball 1, Foul, In play.",Maya Johnson,Kennedy Powell pops out to shortstop Sydney Romero.,[],{},{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,kennedypowell,2,15,2,2,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Sis Bates,Portland Cascade,ausl-2026-d5738e68857ab5e7,33,34,out,Oklahoma City Spark,bottom,4,True,2,1,"Foul, Strike 2 looking, Ball 1, Foul, Ball 2, Ball 3, In play.",Maya Johnson,Sis Bates flies out to left fielder Bubba Nickles-Camarena.,[],{},{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,sisbates,2,16,2,2,0,-0.2189932866376146,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Kendra Falby,Portland Cascade,ausl-2026-d5738e68857ab5e7,34,35,out,Oklahoma City Spark,bottom,4,True,3,2,"Strike 1 swinging, Strike 2 swinging, Foul, Foul, Ball 1, Ball 2, Foul, In play.",Maya Johnson,Kendra Falby grounds out to catcher Delanie Wisz.,[],{},{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Maya Johnson,mayajohnson,False,boxscore_constrained_unique,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,kendrafalby,2,17,2,2,0,-0.15323475345582935,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,KK Madrey,Oklahoma City Spark,ausl-2026-d5738e68857ab5e7,35,36,strikeout,Portland Cascade,top,5,True,1,0,"Strike 1 swinging, Strike 2 swinging, Foul, Strike 3 swinging.",Sam Landry,"KK Madrey strikes out swinging, Sam Landry pitching.",[],{},{},0,2026,c8514773-9642-4e0c-b682-e6a110cee656,Sam Landry,samlandry,False,explicit_play_text,gamechanger_normalized,2026-06-19T01:00:00.000Z,931,2026-rs-cascade-spark-hillsboro-ballpark-2026-06-18,1,official_teams_venue_date_cluster,kkmadrey,2,17,2,2,0,-0.3445658003558392,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
