bases_after,bases_before,batter,batting_team,canonical_id,display_row_index,event_order,event_type,fielding_team,half,inning,is_plate_appearance,outs_after,outs_before,pitch_text,pitcher,play_text,runner_actions,runners_after,runners_before,runs_scored,season,source_game_id,pitcher_original,pitcher_key,pitcher_attribution_ambiguous,pitcher_attribution_method,source_kind,game_start,official_game_id,series_id,series_game_number,series_source,batter_key,same_game_matchup_number,pitcher_batters_faced_before,mlb_tto_bf9,series_matchup_number,prior_series_game_matchups,re24_run_value,run_value,PA_value,AB_value,H_value,TB_value,BB_value,HBP_value,SF_value,SO_value,HR_value,OBP_num_value,OBP_den_value,wOBA_num_value,wOBA_den_value
0,0,Victoria Hayward,AUSL Talons,ausl-2025-3e0f6d9570698503,0,1,out,AUSL Bandits,top,1,True,1,0,"Ball 1, Strike 1 looking, In play.",Lexi Kilfoyl,"Victoria Hayward bunts out, third baseman Delanie Wisz to first baseman Devyn Netz.",[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,victoriahayward,1,0,1,1,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Sydney Romero,AUSL Talons,ausl-2025-3e0f6d9570698503,1,2,out,AUSL Bandits,top,1,True,2,1,In play.,Lexi Kilfoyl,Sydney Romero pops out to second baseman Erin Coffel.,[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sydneyromero,1,1,1,1,0,-0.2189932866376146,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Sharlize Palacios,AUSL Talons,ausl-2025-3e0f6d9570698503,2,3,out,AUSL Bandits,top,1,True,3,2,"Strike 1 swinging, Ball 1, Ball 2, In play.",Lexi Kilfoyl,Sharlize Palacios flies out to right fielder Cori McMillian.,[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sharlizepalacios,1,2,1,1,0,-0.15323475345582935,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
2,0,Morgan Zerkle,AUSL Bandits,ausl-2025-3e0f6d9570698503,3,4,double,AUSL Talons,bottom,1,True,0,0,"Ball 1, In play.",Montana Fouts,Morgan Zerkle doubles on a fly ball to left fielder Sierra Sacco.,[],"{""2"": ""Morgan Zerkle""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,morganzerkle,1,0,1,1,0,0.5818667662373539,0.7679960004877382,1,1,1,2,0,0,0,0,0,1,1,1.1938866412598885,1
4,2,Skylar Wallace,AUSL Bandits,ausl-2025-3e0f6d9570698503,4,5,out,AUSL Talons,bottom,1,True,1,0,"Ball 1, Ball 2, Strike 1 looking, In play.",Montana Fouts,"Skylar Wallace grounds out, pitcher Montana Fouts to first baseman Bri Ellis, Morgan Zerkle advances to 3rd.","[{""action"": ""advance"", ""from_base"": 2, ""runner"": ""Morgan Zerkle"", ""to_base"": 3}]","{""3"": ""Morgan Zerkle""}","{""2"": ""Morgan Zerkle""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,skylarwallace,1,1,1,1,0,-0.2422803611827833,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
4,4,Bubba Nickles-Camarena,AUSL Bandits,ausl-2025-3e0f6d9570698503,5,6,strikeout,AUSL Talons,bottom,1,True,2,1,"Strike 1 looking, Strike 2 looking, Ball 1, Foul, Strike 3 swinging.",Montana Fouts,"Bubba Nickles-Camarena strikes out swinging, Montana Fouts pitching, Morgan Zerkle remains at 3rd.","[{""action"": ""remain"", ""from_base"": 3, ""runner"": ""Morgan Zerkle"", ""to_base"": 3}]","{""3"": ""Morgan Zerkle""}","{""3"": ""Morgan Zerkle""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,bubbanicklescamarena,1,2,1,1,0,-0.8452578523147575,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
4,4,Erin Coffel,AUSL Bandits,ausl-2025-3e0f6d9570698503,6,7,out,AUSL Talons,bottom,1,True,3,2,"Ball 1, Foul, In play.",Montana Fouts,Erin Coffel pops out in foul territory to catcher Sharlize Palacios.,[],"{""3"": ""Morgan Zerkle""}","{""3"": ""Morgan Zerkle""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,erincoffel,1,3,1,1,0,-0.21112239318909629,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Ali Aguliar,AUSL Talons,ausl-2025-3e0f6d9570698503,7,8,out,AUSL Bandits,top,2,True,1,0,In play.,Lexi Kilfoyl,"Ali Aguliar grounds out, second baseman Erin Coffel to first baseman Devyn Netz.",[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,aliaguilar,1,3,1,1,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Hannah Flippen,AUSL Talons,ausl-2025-3e0f6d9570698503,8,9,strikeout,AUSL Bandits,top,2,True,2,1,"Ball 1, Ball 2, Ball 3, Strike 1 looking, Strike 2 swinging, Strike 3 looking.",Lexi Kilfoyl,"Hannah Flippen strikes out looking, Lexi Kilfoyl pitching.",[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,hannahflippen,1,4,1,1,0,-0.2189932866376146,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
1,0,Caroline Jacobsen,AUSL Talons,ausl-2025-3e0f6d9570698503,9,10,single,AUSL Bandits,top,2,True,2,2,"Ball 1, Strike 1 looking, Strike 2 looking, In play.",Lexi Kilfoyl,Caroline Jacobsen singles on a line drive to right fielder Cori McMillian.,[],"{""1"": ""Caroline Jacobsen""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,carolinejacobsen,1,5,1,1,0,0.16191187016537054,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
1,1,Bri Ellis,AUSL Talons,ausl-2025-3e0f6d9570698503,10,11,out,AUSL Bandits,top,2,True,3,2,"Ball 1, Strike 1 looking, Foul, In play.",Lexi Kilfoyl,Bri Ellis pops out to first baseman Devyn Netz.,[],"{""1"": ""Caroline Jacobsen""}","{""1"": ""Caroline Jacobsen""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,briellis,1,6,1,1,0,-0.3151466236211999,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Devyn Netz,AUSL Bandits,ausl-2025-3e0f6d9570698503,11,12,out,AUSL Talons,bottom,2,True,1,0,"Strike 1 swinging, In play.",Montana Fouts,"Devyn Netz grounds out, shortstop Hannah Flippen to first baseman Bri Ellis.",[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,devynnetz,1,4,1,1,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Cori McMillian,AUSL Bandits,ausl-2025-3e0f6d9570698503,12,13,out,AUSL Talons,bottom,2,True,2,1,"Strike 1 swinging, Ball 1, In play.",Montana Fouts,Cori McMillian pops out to shortstop Hannah Flippen.,[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,corimcmillan,1,5,1,1,0,-0.2189932866376146,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
2,0,Delanie Wisz,AUSL Bandits,ausl-2025-3e0f6d9570698503,13,14,double,AUSL Talons,bottom,2,True,2,2,"Foul, In play.",Montana Fouts,Delanie Wisz doubles on a fly ball to right fielder Caroline Jacobsen.,[],"{""2"": ""Delanie Wisz""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,delaniewisz,1,6,1,1,0,0.10021297788431169,0.7679960004877382,1,1,1,2,0,0,0,0,0,1,1,1.1938866412598885,1
2,2,Jordan Roberts,AUSL Bandits,ausl-2025-3e0f6d9570698503,14,15,strikeout,AUSL Talons,bottom,2,True,3,2,"Strike 1 looking, Foul, Ball 1, Foul, Ball 2, Strike 3 swinging.",Montana Fouts,"Jordan Roberts strikes out swinging, Montana Fouts pitching.",[],"{""2"": ""Delanie Wisz""}","{""2"": ""Delanie Wisz""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,jordanroberts,1,7,1,1,0,-0.25344773134014104,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
0,0,Ally Shipman-Shrout,AUSL Talons,ausl-2025-3e0f6d9570698503,15,16,out,AUSL Bandits,top,3,True,1,0,In play.,Lexi Kilfoyl,"Ally Shipman-Shrout grounds out, third baseman Delanie Wisz to first baseman Devyn Netz.",[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,allyshipmanshrout,1,7,1,1,0,-0.3445658003558392,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Sierra Sacco,AUSL Talons,ausl-2025-3e0f6d9570698503,16,17,home_run,AUSL Bandits,top,3,True,1,1,"Strike 1 looking, In play.",Lexi Kilfoyl,Sierra Sacco homers on a fly ball to left field.,[],{},{},1,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sierrasaccoferrie,1,8,1,1,0,1.0,1.4553060377950033,1,1,1,4,0,0,0,0,1,1,1,1.9190448229798374,1
0,0,Victoria Hayward,AUSL Talons,ausl-2025-3e0f6d9570698503,17,18,out,AUSL Bandits,top,3,True,2,1,"Ball 1, Ball 2, Foul, In play.",Lexi Kilfoyl,"Victoria Hayward grounds out, shortstop Skylar Wallace to first baseman Devyn Netz.",[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,victoriahayward,2,9,2,2,0,-0.2189932866376146,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Sydney Romero,AUSL Talons,ausl-2025-3e0f6d9570698503,18,19,single,AUSL Bandits,top,3,True,2,2,"Strike 1 looking, Ball 1, Ball 2, Ball 3, Foul, Foul, In play.",Lexi Kilfoyl,Sydney Romero singles on a pop fly to shortstop Skylar Wallace.,[],"{""1"": ""Sydney Romero""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sydneyromero,2,10,2,2,0,0.16191187016537054,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
1,1,Sharlize Palacios,AUSL Talons,ausl-2025-3e0f6d9570698503,19,20,fielders_choice,AUSL Bandits,top,3,True,3,2,"Strike 1 swinging, Strike 2 looking, Foul, In play.",Lexi Kilfoyl,"Sharlize Palacios grounds into fielder's choice to second baseman Erin Coffel, Sydney Romero out advancing to 2nd.","[{""action"": ""out"", ""from_base"": 1, ""runner"": ""Sydney Romero"", ""to_base"": 2}]","{""1"": ""Sharlize Palacios""}","{""1"": ""Sydney Romero""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sharlizepalacios,2,11,2,2,0,-0.3151466236211999,-0.38982237164175143,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Sydney McKinney,AUSL Bandits,ausl-2025-3e0f6d9570698503,20,21,walk,AUSL Talons,bottom,3,True,0,0,"Ball 1, Strike 1 looking, Ball 2, Ball 3, Foul, Foul, Foul, Ball 4.",Montana Fouts,"Sydney McKinney walks, Montana Fouts pitching.",[],"{""1"": ""Sydney McKinney""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,sydneymckinney,1,8,1,1,0,0.43354266324947666,0.36479224699788676,1,0,0,0,1,0,0,0,0,1,1,0.7684796416926083,1
1,1,Morgan Zerkle,AUSL Bandits,ausl-2025-3e0f6d9570698503,21,22,fielders_choice,AUSL Talons,bottom,3,True,1,0,"Strike 1 looking, Ball 1, In play.",Montana Fouts,"Morgan Zerkle grounds into fielder's choice, third baseman Sydney Romero to second baseman Ali Aguliar, Sydney McKinney out advancing to 2nd.","[{""action"": ""out"", ""from_base"": 1, ""runner"": ""Sydney McKinney"", ""to_base"": 2}]","{""1"": ""Morgan Zerkle""}","{""1"": ""Sydney McKinney""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,morganzerkle,2,9,2,2,0,-0.4481876134211781,-0.38982237164175143,1,1,0,0,0,0,0,0,0,0,1,0.0,1
3,1,Skylar Wallace,AUSL Bandits,ausl-2025-3e0f6d9570698503,22,23,hit_by_pitch,AUSL Talons,bottom,3,True,1,1,"Strike 1 looking, Ball 1, Ball 2.",Montana Fouts,"Skylar Wallace is hit by pitch, Montana Fouts pitching, Morgan Zerkle advances to 2nd.","[{""action"": ""advance"", ""from_base"": 1, ""runner"": ""Morgan Zerkle"", ""to_base"": 2}]","{""1"": ""Skylar Wallace"", ""2"": ""Morgan Zerkle""}","{""1"": ""Morgan Zerkle""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,skylarwallace,2,10,2,2,0,0.3994939940853771,0.35940858370783413,1,0,0,0,0,1,0,0,0,1,1,0.7627995158825704,1
5,3,Bubba Nickles-Camarena,AUSL Bandits,ausl-2025-3e0f6d9570698503,23,24,out,AUSL Talons,bottom,3,True,2,1,"Ball 1, Strike 1 looking, In play.",Montana Fouts,"Bubba Nickles-Camarena flies out to right fielder Caroline Jacobsen, Morgan Zerkle advances to 3rd after tagging up, Skylar Wallace remains at 1st.","[{""action"": ""advance"", ""from_base"": 2, ""runner"": ""Morgan Zerkle"", ""to_base"": 3}, {""action"": ""remain"", ""from_base"": 1, ""runner"": ""Skylar Wallace"", ""to_base"": 1}]","{""1"": ""Skylar Wallace"", ""3"": ""Morgan Zerkle""}","{""1"": ""Skylar Wallace"", ""2"": ""Morgan Zerkle""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,bubbanicklescamarena,2,11,2,2,0,-0.4846578605982741,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
4,5,Erin Coffel,AUSL Bandits,ausl-2025-3e0f6d9570698503,24,26,triple,AUSL Talons,bottom,3,True,2,2,"Ball 1, Strike 1 looking, Ball 2, Skylar Wallace steals 2nd, Strike 2 looking, In play.",Montana Fouts,"Erin Coffel triples on a line drive to center fielder Victoria Hayward, Morgan Zerkle scores, Skylar Wallace scores.","[{""action"": ""score"", ""from_base"": 3, ""runner"": ""Morgan Zerkle"", ""to_base"": 4}, {""action"": ""score"", ""from_base"": 1, ""runner"": ""Skylar Wallace"", ""to_base"": 4}]","{""3"": ""Erin Coffel""}","{""1"": ""Skylar Wallace"", ""3"": ""Morgan Zerkle""}",2,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,erincoffel,2,12,2,2,0,1.5941373694244116,0.8571511779538163,1,1,1,3,0,0,0,0,0,1,1,1.2879513324078773,1
4,4,Devyn Netz,AUSL Bandits,ausl-2025-3e0f6d9570698503,25,27,out,AUSL Talons,bottom,3,True,3,2,"Ball 1, In play.",Montana Fouts,"Devyn Netz grounds out, third baseman Sydney Romero to first baseman Bri Ellis.",[],"{""3"": ""Erin Coffel""}","{""3"": ""Erin Coffel""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,devynnetz,2,13,2,2,0,-0.21112239318909629,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Ali Aguliar,AUSL Talons,ausl-2025-3e0f6d9570698503,26,28,strikeout,AUSL Bandits,top,4,True,1,0,"Ball 1, Foul, Strike 2 looking, Strike 3 swinging.",Lexi Kilfoyl,"Ali Aguliar strikes out swinging, Lexi Kilfoyl pitching.",[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,aliaguilar,2,12,2,2,0,-0.3445658003558392,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
0,0,Hannah Flippen,AUSL Talons,ausl-2025-3e0f6d9570698503,27,29,out,AUSL Bandits,top,4,True,2,1,"Ball 1, In play.",Lexi Kilfoyl,Hannah Flippen flies out to left fielder Bubba Nickles-Camarena.,[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,hannahflippen,2,13,2,2,0,-0.2189932866376146,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Caroline Jacobsen,AUSL Talons,ausl-2025-3e0f6d9570698503,28,30,single,AUSL Bandits,top,4,True,2,2,In play.,Lexi Kilfoyl,Caroline Jacobsen singles on a ground ball to center fielder Morgan Zerkle.,[],"{""1"": ""Caroline Jacobsen""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,carolinejacobsen,2,14,2,2,0,0.16191187016537054,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
1,1,Bri Ellis,AUSL Talons,ausl-2025-3e0f6d9570698503,29,31,strikeout,AUSL Bandits,top,4,True,3,2,"Foul, Foul, Foul, Strike 3 swinging.",Lexi Kilfoyl,"Bri Ellis strikes out swinging, Lexi Kilfoyl pitching.",[],"{""1"": ""Caroline Jacobsen""}","{""1"": ""Caroline Jacobsen""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Lexi Kilfoyl,lexikilfoyl,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,briellis,2,15,2,2,0,-0.3151466236211999,-0.3567485905911834,1,1,0,0,0,0,0,1,0,0,1,0.0,1
1,0,Cori McMillian,AUSL Bandits,ausl-2025-3e0f6d9570698503,30,32,single,AUSL Talons,bottom,4,True,0,0,"Ball 1, Strike 1 looking, In play.",Montana Fouts,Cori McMillian singles on a hard ground ball to left fielder Sierra Sacco.,[],"{""1"": ""Cori McMillian""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,corimcmillan,2,14,2,2,0,0.43354266324947666,0.5129673352137273,1,1,1,1,0,0,0,0,0,1,1,0.9248142966727096,1
0,1,Delanie Wisz,AUSL Bandits,ausl-2025-3e0f6d9570698503,31,33,double_play,AUSL Talons,bottom,4,True,2,0,In play.,Montana Fouts,"Delanie Wisz grounds into a double play, third baseman Sydney Romero to second baseman Ali Aguliar to first baseman Bri Ellis, Cori McMillian out advancing to 2nd.","[{""action"": ""out"", ""from_base"": 1, ""runner"": ""Cori McMillian"", ""to_base"": 2}]",{},"{""1"": ""Cori McMillian""}",0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,delaniewisz,2,15,2,2,0,-0.9971017502429305,-1.0596777666740527,1,1,0,0,0,0,0,0,0,0,1,0.0,1
0,0,Bella Dayton,AUSL Bandits,ausl-2025-3e0f6d9570698503,32,34,out,AUSL Talons,bottom,4,True,3,2,"Lineup changed: Bella Dayton in for batter Jordan Roberts, Ball 1, Strike 1 looking, Ball 2, Foul, Ball 3, Foul, In play.",Montana Fouts,"Bella Dayton grounds out, second baseman Ali Aguliar to first baseman Bri Ellis.",[],{},{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Montana Fouts,montanafouts,False,boxscore_constrained_unique,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,belladayton,1,16,2,1,0,-0.15323475345582935,-0.33738806019116935,1,1,0,0,0,0,0,0,0,0,1,0.0,1
1,0,Jadelyn Allchin,AUSL Talons,ausl-2025-3e0f6d9570698503,33,35,walk,AUSL Bandits,top,5,True,0,0,"Lexi Kilfoyl in for pitcher Taylor McQuillin, Lineup changed: Jadelyn Allchin in for batter Ally Shipman-Shrout, Ball 1, Ball 2, Ball 3, Ball 4.",Taylor McQuillin,"Jadelyn Allchin walks, Taylor McQuillin pitching.",[],"{""1"": ""Jadelyn Allchin""}",{},0,2025,7b2595a3-beb2-4b28-8e1f-d8d70cad0847,Taylor McQuillin,taylormcquillin,False,explicit_play_text,gamechanger_normalized,2025-06-07T16:00:00.000Z,748,2025-rs-bandits-talons-the-stadium-at-parkway-bank-sports-complex-2025-06-07,1,official_teams_venue_date_cluster,jadelynallchin,1,0,1,1,0,0.43354266324947666,0.36479224699788676,1,0,0,0,1,0,0,0,0,1,1,0.7684796416926083,1
