pitcher_key,pitcher,teams,encounter,PA,games,AB,H,BB,HBP,SO,HR,AVG,OBP,SLG,OPS,K_pct,BB_pct,HR_pct,wOBA,wOBA_95_low,wOBA_95_high,RV_per_PA,RV_per_PA_95_low,RV_per_PA_95_high
odiccialexanderbennett,Odicci Alexander-Bennett,"[""Bandits""]",1,135,16,116,32,14,4,15,6,0.27586206896551724,0.37037037037037035,0.47413793103448276,0.8445083014048531,0.1111111111111111,0.1037037037037037,0.044444444444444446,0.37566455867801607,0.29410043682093956,0.4572286805350926,0.015133619479303546,-0.0676559898217631,0.09792322878037019
odiccialexanderbennett,Odicci Alexander-Bennett,"[""Bandits""]",2,41,8,36,12,3,0,5,2,0.3333333333333333,0.38461538461538464,0.6388888888888888,1.0235042735042734,0.12195121951219512,0.07317073170731707,0.04878048780487805,0.4246673232631103,0.2771731861274197,0.5721614603988009,0.009374852774634818,-0.14594833465366772,0.16469804020293735
odiccialexanderbennett,Odicci Alexander-Bennett,"[""Bandits""]",3+,3,2,3,1,0,0,1,1,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666665,0.3333333333333333,0.0,0.3333333333333333,0.6396816076599458,-1.032019660358046,2.3113828756779373,0.25372312900421684,-1.3163452051490776,1.8237914631575112
paytongottshall,Payton Gottshall,"[""Cascade"", ""Volts""]",1,184,21,159,41,18,5,21,6,0.2578616352201258,0.34782608695652173,0.4528301886792453,0.800656275635767,0.11413043478260869,0.09782608695652174,0.03260869565217391,0.3511413185204611,0.27746171953995313,0.42482091750096906,-0.0208435868966402,-0.09904828651442511,0.057361112721144705
paytongottshall,Payton Gottshall,"[""Cascade"", ""Volts""]",2,89,16,82,26,5,2,9,3,0.3170731707317073,0.3707865168539326,0.573170731707317,0.9439572485612496,0.10112359550561797,0.056179775280898875,0.033707865168539325,0.39634509394166045,0.31921669164956784,0.47347349623375307,0.04208111818041769,-0.03406040728974372,0.1182226436505791
paytongottshall,Payton Gottshall,"[""Cascade"", ""Volts""]",3+,8,4,8,1,0,0,1,0,0.125,0.125,0.125,0.25,0.125,0.0,0.0,0.1156017870840887,-0.0377932613754733,0.2689968355436507,-0.41408612868627986,-0.510155111415982,-0.3180171459565777
pejagoold,Peja Goold,"[""Spark""]",1,35,7,29,12,5,1,3,1,0.41379310344827586,0.5142857142857142,0.6206896551724138,1.134975369458128,0.08571428571428572,0.14285714285714285,0.02857142857142857,0.5001261955567654,0.2995938809212175,0.7006585101923133,0.10086954910664285,-0.09778997652685677,0.29952907474014245
pejagoold,Peja Goold,"[""Spark""]",2,4,1,3,1,1,0,0,0,0.3333333333333333,0.5,0.3333333333333333,0.8333333333333333,0.0,0.25,0.0,0.4233234845913295,,,0.05074586545731884,,
rachelgarcia,Rachel Garcia,"[""Volts""]",1,192,23,154,39,29,6,34,2,0.2532467532467532,0.3894736842105263,0.34415584415584416,0.7336295283663705,0.17708333333333334,0.15104166666666666,0.010416666666666666,0.35300791623120226,0.2933208820116717,0.4126949504507328,-0.013295790694489454,-0.07258819789842247,0.04599661650944357
rachelgarcia,Rachel Garcia,"[""Volts""]",2,131,17,110,26,12,9,31,4,0.23636363636363636,0.35877862595419846,0.39090909090909093,0.7496877168632894,0.2366412213740458,0.0916030534351145,0.030534351145038167,0.3469802052283152,0.23706973601743822,0.4568906744391922,-0.023867023865486052,-0.12592558205891627,0.07819153432794415
rachelgarcia,Rachel Garcia,"[""Volts""]",3+,87,12,76,28,9,1,12,4,0.3684210526315789,0.4418604651162791,0.6052631578947368,1.047123623011016,0.13793103448275862,0.10344827586206896,0.04597701149425287,0.44795611294426524,0.3245965969139867,0.5713156289745438,0.10176884678004974,-0.013524180921716852,0.21706187448181635
raelinchaffin,Raelin Chaffin,"[""Talons""]",1,111,14,93,22,10,4,14,1,0.23655913978494625,0.3333333333333333,0.3010752688172043,0.6344086021505376,0.12612612612612611,0.09009009009009009,0.009009009009009009,0.3044755237715244,0.18798230893340365,0.42096873860964523,-0.06418886415575627,-0.1597936417073345,0.03141591339582199
raelinchaffin,Raelin Chaffin,"[""Talons""]",2,47,9,42,13,4,0,3,2,0.30952380952380953,0.3617021276595745,0.5238095238095238,0.8855116514690984,0.06382978723404255,0.0851063829787234,0.0425531914893617,0.3722544101782357,0.2746346481981221,0.46987417215834926,-0.011959113667585706,-0.07769086675942063,0.05377263942424923
raelinchaffin,Raelin Chaffin,"[""Talons""]",3+,7,1,4,3,3,0,0,1,0.75,0.8571428571428571,2.0,2.857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.9196070538768927,,,0.5117733188235769,,
rubymeylan,Ruby Meylan,"[""Spark""]",1,40,6,34,10,4,2,11,1,0.29411764705882354,0.4,0.5,0.9,0.275,0.1,0.025,0.3892041290760033,0.2478022614198758,0.5306059967321308,0.01570216541544308,-0.1156778705145527,0.14708220134543887
rubymeylan,Ruby Meylan,"[""Spark""]",2,11,3,10,8,1,0,0,2,0.8,0.8181818181818182,1.6,2.4181818181818184,0.0,0.09090909090909091,0.18181818181818182,0.9721454324420816,0.8564949515856246,1.0877959132985386,0.5625899585487218,0.4579331740686344,0.6672467430288094
rubymeylan,Ruby Meylan,"[""Spark""]",3+,1,1,0,0,0,0,0,0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.07738954631330135,,
samlandry,Sam Landry,"[""Cascade"", ""Volts""]",1,163,20,140,35,18,3,29,3,0.25,0.345679012345679,0.40714285714285714,0.7528218694885361,0.17791411042944785,0.11042944785276074,0.018404907975460124,0.3344824198238709,0.2575939513989129,0.4113708882488289,-0.008014780175056059,-0.0850869833283622,0.0690574229782501
samlandry,Sam Landry,"[""Cascade"", ""Volts""]",2,109,14,89,29,10,5,11,4,0.3258426966292135,0.41904761904761906,0.5056179775280899,0.9246655965757089,0.10091743119266056,0.09174311926605505,0.03669724770642202,0.413063048413569,0.3049049361959427,0.5212211606311953,0.02700143852627944,-0.0700288908582384,0.12403176791079727
samlandry,Sam Landry,"[""Cascade"", ""Volts""]",3+,50,9,45,14,3,1,2,1,0.3111111111111111,0.36,0.4666666666666667,0.8266666666666667,0.04,0.06,0.02,0.35342201749676666,0.27006338355972537,0.43678065143380795,0.0034239811516905195,-0.10777772519736357,0.1146256875007446
samshow,Sam Show,"[""Volts""]",1,54,8,43,15,6,4,3,2,0.3488372093023256,0.4716981132075472,0.5116279069767442,0.9833260201842914,0.05555555555555555,0.1111111111111111,0.037037037037037035,0.4489023351127927,0.33825591373798736,0.559548756487598,0.039575858317914256,-0.04566471259463989,0.1248164292304684
samshow,Sam Show,"[""Volts""]",2,12,3,8,4,3,1,0,0,0.5,0.6666666666666666,0.75,1.4166666666666665,0.0,0.25,0.0,0.608803359735466,0.32386209472495814,0.8937446247459737,0.22217997961164568,-0.03990833472851704,0.48426829395180837
sarahwillis,Sarah Willis,"[""Bandits"", ""Talons""]",1,87,10,69,15,14,1,14,0,0.21739130434782608,0.35294117647058826,0.2318840579710145,0.5848252344416027,0.16091954022988506,0.16091954022988506,0.0,0.3019153093441989,0.19984410370720335,0.4039865149811945,-0.07118997779778391,-0.15780677446442207,0.015426818868854247
sarahwillis,Sarah Willis,"[""Bandits"", ""Talons""]",2,32,8,30,11,2,0,1,1,0.36666666666666664,0.40625,0.5666666666666667,0.9729166666666667,0.03125,0.0625,0.03125,0.4222301283391777,0.17205734366185566,0.6724029130164998,0.028988328101092732,-0.2163763393977584,0.27435299559994386
sarahwillis,Sarah Willis,"[""Bandits"", ""Talons""]",3+,2,1,1,1,1,0,0,0,1.0,1.0,1.0,2.0,0.0,0.5,0.0,0.846646969182659,,,0.438879791105807,,
sydneyberzon,Sydney Berzon,"[""Volts""]",1,11,2,9,3,2,0,1,0,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.7878787878787878,0.09090909090909091,0.18181818181818182,0.0,0.3919456521275768,0.24677831816527868,0.5371129860898749,0.09259026777122083,-0.11686412610665269,0.3020446616490943
taylormcquillin,Taylor McQuillin,"[""Bandits""]",1,156,20,132,27,14,4,30,4,0.20454545454545456,0.29411764705882354,0.36363636363636365,0.6577540106951871,0.19230769230769232,0.08974358974358974,0.02564102564102564,0.29299645069950786,0.21714098910808474,0.36885191229093095,-0.0736128354604375,-0.14306151764948188,-0.004164153271393106
taylormcquillin,Taylor McQuillin,"[""Bandits""]",2,49,11,48,19,1,0,8,6,0.3958333333333333,0.40816326530612246,0.8125,1.2206632653061225,0.16326530612244897,0.02040816326530612,0.12244897959183673,0.5070097780712493,0.25392453682985455,0.7600950193126439,0.12716846021324887,-0.10935335335423987,0.3636902737807376
taylortinsley,Taylor Tinsley,"[""Talons""]",1,13,2,11,5,2,0,0,1,0.45454545454545453,0.5384615384615384,0.8181818181818182,1.3566433566433567,0.0,0.15384615384615385,0.07692307692307693,0.5711025875110055,-0.1893216437227795,1.3315268187447904,0.1342438823299844,-0.638926692854917,0.9074144575148858
taylortinsley,Taylor Tinsley,"[""Talons""]",2,9,1,8,2,1,0,0,0,0.25,0.3333333333333333,0.25,0.5833333333333333,0.0,0.1111111111111111,0.0,0.29090091500422527,,,-0.16230664145619136,,
taylortinsley,Taylor Tinsley,"[""Talons""]",3+,13,1,12,4,1,0,3,0,0.3333333333333333,0.38461538461538464,0.4166666666666667,0.8012820512820513,0.23076923076923078,0.07692307692307693,0.0,0.3643699363823558,,,0.05447688598391644,,
