player_key,player,teams,PA,woba_denom,obp_numerator,woba_raw_numerator,H,1B,2B,3B,HR,BB,IBB,HBP,SO,ROE,SF,SH,reach_opportunities,wOBA,OBP,batting_runs,baserunning_runs,sb_cs_runs,non_steal_advancement_runs,runner_advancement_runs,batter_advancement_runs,sb_cs_attempts,advancement_opportunities,double_play_avoidance_runs,double_play_opportunities,actual_double_plays,expected_double_plays,range_runs,fielding_opportunities,arm_runs,arm_runs_unshrunk,arm_opportunities,catcher_stolen_bases_allowed,catcher_caught_stealing,catcher_steal_attempts,catcher_cs_rate,catcher_throwing_runs,throwing_runs,positional_adjustment_runs,league_adjustment_runs,position_replacement_runs,hitting_runs,wRAA,batting_war,baserunning_component_runs,baserunning_war,defense_runs,defense_war,defensive_war,offensive_war,position_war
alyssabrito,Alyssa Brito,Carolina Blaze,46,46,15,14.193264641264827,8,5,1,0,2,5,0,2,7,1,0,0,16,0.32568706212505943,0.32608695652173914,-1.402623416755247,0.33028066579367993,0.14599772481595102,0.1842829409777289,0.5150775764373117,-0.33079463545958276,0,21,0.21709084861352795,2,0,0.24350420840524098,0.10216910977775198,38,0.3922708869907253,1.2639839691923371,18,0,0,0,0.0,0.0,0.3922708869907253,0.0,0.008257238987648154,1.848626249060156,-1.402623416755247,-1.402623416755247,-0.13701889913559986,0.5473715144072079,0.05347140324789619,0.4944399967684773,0.04830065093491024,0.04830065093491024,0.09784697415755138,0.1461476250924616
kaylakowalik,Kayla Kowalik,Carolina Blaze,27,26,12,10.060780687110546,10,8,2,0,0,2,1,0,2,1,0,0,16,0.408445740948315,0.46153846153846156,1.2457135238818084,-0.05350346876787193,0.14599772481595102,-0.19950119358382296,-0.17739885230467645,-0.02210234127914651,0,23,0.6830144801926546,5,0,0.7590449443765069,-0.10673857838055531,2,0.014779568235230998,0.31037093293985096,2,6,2,8,0.25,-0.06724168368690168,-0.05246211545167069,0.0,0.004846640275358699,1.0850632331440047,1.2457135238818084,1.2457135238818084,0.12169075009133287,0.6295110114247827,0.06149541263092497,-0.15920069383222601,-0.015551931865630385,-0.015551931865630385,0.2896568299227336,0.27410489805710325
karlispaid,Karli Spaid,Carolina Blaze,3,3,1,0.7240552558033316,0,0,0,0,0,1,0,0,1,0,0,0,1,0.25475721552430475,0.3333333333333333,-0.2930678784153688,0.31080801066288816,0.009124857800996939,0.30168315286189124,0.30168315286189124,0,0,6,0.0,0,0,0.0,-0.005870621810930543,1,0.0009594170837091602,0.03933610043207557,1,0,0,0,0.0,0.0,0.0009594170837091602,0.0,0.0005385155861509666,0.12056258146044496,-0.2930678784153688,-0.2930678784153688,-0.028629094304851978,0.31080801066288816,0.03036208504351951,-0.004911204727221383,-0.00047976374635904967,-0.00047976374635904967,0.013563064872053736,0.013083301125694684
mckenzieclark,McKenzie Clark,Carolina Blaze,19,18,4,2.8962210232133265,0,0,0,0,0,4,0,0,7,1,0,1,6,0.1698381436828698,0.2222222222222222,-3.2065177820988766,0.2509992733884365,0.054749146805981634,0.19625012658245483,0.24412013699264046,-0.047870010410185626,0,14,0.09911577495850368,1,0,0.1116504854368932,-0.7725883237284642,32,-3.8733391488115965,-7.169797998864019,47,0,0,0,0.0,0.0,-3.8733391488115965,0.0,0.0034105987122894548,0.7635630159161514,-3.2065177820988766,-3.2065177820988766,-0.3132369895679412,0.3501150483469402,0.03420189476536886,-4.645927472540061,-0.45384945106927443,-0.45384945106927443,-0.2041112919577931,-0.6579607430270676
aleshiaocasio,Aleshia Ocasio,Carolina Blaze,40,40,13,11.270674624802124,8,6,1,1,0,5,0,0,7,0,0,0,15,0.2974171164577798,0.325,-2.2909671647805494,1.7383655865673098,0.13687286701495407,1.6014927195523556,0.580008063071136,1.0214846564812197,0,21,0.1393174458473072,1,0,0.1547169811320755,0.18310324128490665,19,0.32405316448765953,0.9412972873212967,21,0,0,0,0.0,0.0,0.32405316448765953,0.0,0.00718020781534622,1.607501086139266,-2.2909671647805494,-2.2909671647805494,-0.22379905762603763,1.877683032414617,0.18342632737603856,0.5071564057725662,0.04954288626471033,0.04954288626471033,0.11736159152848359,0.16690447779319392
kellytorres,Kelly Torres,Portland Cascade,10,10,3,2.485241799082494,2,2,0,0,0,1,0,0,1,0,0,0,3,0.2623280235441763,0.3,-0.9051686483131739,-0.048342138666939594,-0.7591216873387682,0.7107795486718286,0.6387360080466005,0.07204354062522805,1,10,0.10891217039212939,1,0,0.12214498510427012,0.013977670978406053,1,0.0,0.0,0,4,0,4,0.0,-0.11966412771549251,-0.11966412771549251,0.0,0.001795051953836555,0.4018752715348165,-0.9051686483131739,-0.9051686483131739,-0.08842374242606277,0.060570031725189794,0.005916940333701882,-0.10568645673708646,-0.010324255094184472,-0.010324255094184472,-0.04307322164774022,-0.05339747674192469
sisbates,Sis Bates,Portland Cascade,42,41,14,12.639222503065515,10,7,1,2,0,3,0,1,4,2,0,1,20,0.3253962475591514,0.34146341463414637,-1.2614603312567265,-0.5915040083394231,0.18249715601993877,-0.7740011643593618,0.12587028801337508,-0.8998714523727369,0,30,0.42662958667951656,3,0,0.4734465449065193,-0.04376070981368484,31,0.05558960492994537,0.22663454317593112,13,0,0,0,0.0,0.0,0.05558960492994537,0.0,0.007539218206113532,1.6878761404462295,-1.2614603312567265,-1.2614603312567265,-0.12322901773012855,-0.1648744216599065,-0.016106184654837492,0.011828895116260535,0.0011555362383510763,0.0011555362383510763,0.02628583548244076,0.027441371720791845
kendrafalby,Kendra Falby,Portland Cascade,42,40,11,9.89540344684874,9,7,2,0,0,1,0,1,5,0,1,2,14,0.2611256608252763,0.275,-3.6662383427339336,0.5420369535983385,0.12774800921395715,0.41428894438438135,-1.260263815260342,1.6745527596447234,0,26,0.40240158814544874,3,0,0.4474920268105833,0.21308162801487085,53,-1.045060983401978,-1.6338277346143597,71,0,0,0,0.0,0.0,-1.045060983401978,0.0,0.007539218206113532,1.6878761404462295,-3.6662383427339336,-3.6662383427339336,-0.358145982513414,0.9444385417437873,0.09225992361536761,-0.8319793553871071,-0.08127405689718319,-0.08127405689718319,-0.10026502103063956,-0.18153907792782273
dakotakennedy,Dakota Kennedy,Carolina Blaze,48,48,19,18.119893652263986,13,9,2,0,2,2,0,4,11,2,0,0,22,0.39846524276362905,0.3958333333333333,1.8459235047647766,-2.1399272280136583,0.20074687162193267,-2.340674099635591,-0.8977732550126041,-1.4429008446229867,0,34,-0.23388445071810948,5,1,0.7768065700012943,0.33357774153161995,21,0.12680214093302694,0.46494118342109886,15,0,0,0,0.0,0.0,0.12680214093302694,0.0,0.008616249378415465,1.9290013033671194,1.8459235047647766,1.8459235047647766,0.1803238157084987,-2.3738116787317676,-0.2318919384131552,0.4603798824646469,0.04497340050504101,0.04497340050504101,0.1377130634295227,0.18268646393456373
rylieboone,Rylie Boone,Texas Volts,56,56,20,18.09497847348623,18,15,3,0,0,2,0,0,4,0,0,0,22,0.3410720107781074,0.35714285714285715,-0.891320031929514,-0.22029480263799817,-0.5773615919833832,0.35706678934538505,0.11190854373847364,0.2451582456069114,1,36,0.5730615744436007,4,0,0.635785059722594,0.5752679369316251,48,-1.2143486904047653,-1.8797452330923081,73,0,0,0,0.0,0.0,-1.2143486904047653,0.0,0.010052290941484708,2.2505015205949723,-0.891320031929514,-0.891320031929514,-0.08707090448768731,0.35276677180560256,0.03446093523537505,-0.6390807534731402,-0.06243025765405381,-0.06243025765405381,0.16821808123756343,0.10578782358350962
jackielis,Jackie Lis,Texas Volts,32,32,12,10.15868387956888,6,4,2,0,0,6,0,0,6,2,0,0,17,0.33509157249322075,0.375,-0.6906295520972596,1.4050789686712448,-0.1600240410042519,1.5651030096754968,0.7265827144431498,0.838520295232347,1,17,0.5464698733420628,5,0,0.6127699863182552,0.2478772063313932,22,0.06659576784793773,0.2715058227646692,13,0,0,0,0.0,0.0,0.06659576784793773,0.0,0.005744166252276976,1.2860008689114129,-0.6906295520972596,-0.6906295520972596,-0.06746593548094985,1.9515488420133076,0.19064210018723673,0.31447297417933096,0.03072010649132681,0.03072010649132681,0.249363622129073,0.2800837286203998
aminahvega,Aminah Vega,Texas Volts,36,36,14,14.371617154791894,11,7,0,2,2,3,0,0,6,0,0,0,18,0.42138510143515334,0.3888888888888889,2.1661395441674878,-0.27392626033303724,0.1642474404179449,-0.4381737007509821,-0.8114992040259246,0.3733255032749424,0,21,0.5349494598595016,4,0,0.5949570249075653,-0.7882937838016976,30,0.03262624932827513,0.10939389480656957,17,0,0,0,0.0,0.0,0.03262624932827513,0.0,0.006462187033811599,1.4467509775253395,2.1661395441674878,2.1661395441674878,0.21160494839201036,0.26102319952646436,0.025498726900414402,-0.7556675344734224,-0.07381933913921587,-0.07381933913921587,0.3790645648930592,0.30524522575384333
tiarejennings,Tiare Jennings,Texas Volts,43,43,13,14.7517843632658,9,4,1,0,4,4,0,0,4,1,1,0,15,0.36211968806977585,0.3023255813953488,0.1730194394644258,-1.6867859937117018,-0.33058866173663815,-1.3561973319750635,-0.6751572416458851,-0.6810400903291784,1,16,-0.645017824269347,2,1,0.3199605190848526,-0.25091268068208666,40,-0.4919796959114413,-1.5277264241460546,19,0,0,0,0.0,0.0,-0.4919796959114413,0.0,0.007718723401497187,1.728063667599711,0.1730194394644258,0.1730194394644258,0.016901851802329466,-2.331803817981049,-0.22778829179899818,-0.742892376593528,-0.07257136477341213,-0.07257136477341213,-0.04132204408479988,-0.11389340885821203
mayabrady,Maya Brady,Oklahoma City Spark,44,44,26,27.360600245820024,18,9,3,1,5,8,0,0,4,0,0,0,29,0.6563703916710213,0.5909090909090909,12.442794277279082,0.07209471111072419,0.26462087622891123,-0.19252616511818704,-0.48298853246331513,0.2904623673451281,0,39,0.17075586741757745,1,0,0.18839574664817382,0.3018482930090221,31,-0.2708601110013747,-0.589519065120639,34,0,0,0,0.0,0.0,-0.2708601110013747,0.0,0.007898228596880842,1.7682511947531927,12.442794277279082,12.442794277279082,1.2155065669640255,0.24285057852830164,0.023723487378649568,0.030988182007647413,0.0030271607718655095,0.0030271607718655095,1.4127378082990059,1.4157649690708713
