player_key,player,teams,PA,woba_denom,obp_numerator,woba_raw_numerator,H,1B,2B,3B,HR,BB,IBB,HBP,SO,ROE,SF,SH,reach_opportunities,wOBA,OBP,batting_runs,team
victoriahayward,Victoria Hayward,Talons,33,33,6,5.370262359216793,5,4,1,0,0,1,0,0,3,0,0,0,8,0.17411724445729398,0.18181818181818182,-5.992356401931759,Talons
sydneyromero,Sydney Romero,Talons,66,66,24,23.335025953259155,17,9,6,0,2,4,0,3,8,0,0,0,25,0.37828975071838783,0.36363636363636365,0.609788430962051,Talons
sharlizepalacios,Sharlize Palacios,Talons,83,83,30,27.350915404690944,20,14,3,1,2,8,0,2,17,0,0,0,34,0.3525770144905648,0.3614457831325301,-1.2277923885008692,Talons
morganzerkle,Morgan Zerkle,Bandits,105,105,45,49.795451438101466,42,24,9,0,9,3,0,0,10,2,0,0,49,0.5074118401380554,0.42857142857142855,13.641664470810618,Bandits
skylarwallace,Skylar Wallace,Bandits,93,93,42,42.0781008797189,32,20,6,0,6,5,0,5,7,1,0,0,48,0.48409812887076015,0.45161290322580644,10.05617528011844,Bandits
bubbanicklescamarena,Bubba Nickles-Camarena,Bandits,93,93,26,28.81992114889826,20,10,3,0,7,5,0,1,9,1,0,0,31,0.331566054805221,0.27956989247311825,-3.2020044507022045,Bandits
erincoffel,Erin Coffel,Bandits,91,91,50,46.83773906036451,28,14,5,4,5,10,0,12,8,0,0,0,52,0.5506995892077257,0.5494505494505495,15.504457022045779,Bandits
aliaguilar,Ali Aguilar,Talons,83,83,29,26.72280690307388,13,6,3,0,4,10,0,6,16,0,0,0,31,0.3444801512960589,0.3493975903614458,-1.8559008901179308,Talons
hannahflippen,Hannah Flippen,Talons,89,88,32,29.101727277033643,21,14,4,0,3,9,1,2,12,1,0,0,37,0.35383135567820023,0.36363636363636365,-1.1985894193624946,Talons
carolinejacobsen,Caroline Jacobsen,Talons,90,90,38,36.426756048088016,29,19,6,1,3,7,0,2,9,0,0,0,41,0.43305016649687933,0.4222222222222222,5.4377957904101475,Talons
briellis,Bri Ellis,Talons,65,65,24,18.665419402356722,8,7,0,0,1,11,0,5,12,0,0,0,27,0.3072448543604587,0.36923076923076925,-3.715496339299518,Talons
devynnetz,Devyn Netz,Bandits,48,47,15,14.294254712906806,12,8,2,0,2,2,1,1,6,0,0,0,16,0.32540474449904133,0.3191489361702128,-1.8888689772138587,Bandits
corimcmillan,Cori McMillan,Bandits,36,36,7,6.244474922974475,6,5,1,0,0,1,0,0,9,1,0,0,8,0.18558960489851398,0.19444444444444445,-6.1511091800966735,Bandits
delaniewisz,Delanie Wisz,Bandits,90,90,36,32.29225779968441,20,13,3,1,3,15,0,1,12,2,0,0,40,0.3838982422220792,0.4,1.303297542006535,Bandits
jordanroberts,Jordan Roberts,Bandits,40,40,14,12.63643853101221,7,5,0,0,2,6,0,1,12,0,0,0,16,0.3380063971591757,0.35,-1.1364326946223977,Bandits
allyshipmanshrout,Ally Shipman-Shrout,Talons,9,9,3,4.428033551002167,3,1,0,0,2,0,0,0,0,0,0,0,3,0.5264154359459922,0.3333333333333333,1.3291375252343796,Talons
sierrasaccoferrie,Sierra Sacco-Ferrie,Talons,82,82,32,29.448894212933673,21,15,3,0,3,11,0,0,8,1,0,0,34,0.38425131431272247,0.3902439024390244,1.2145082003827223,Talons
sydneymckinney,Sydney McKinney,Bandits,85,85,39,37.378465024520104,37,31,3,0,3,2,0,0,12,1,0,0,45,0.4705033924484407,0.4588235294117647,8.111113670046564,Bandits
belladayton,Bella Dayton,Bandits,84,84,33,29.071708850627527,26,21,5,0,0,7,0,0,15,0,0,0,36,0.3702981110180172,0.39285714285714285,0.14867927679484727,Bandits
jadelynallchin,Jadelyn Allchin,Talons,61,61,28,25.70179702624774,19,15,1,0,3,6,0,3,3,0,0,0,31,0.45081034823859817,0.45901639344262296,4.698168407154959,Talons
amandalorenz,Amanda Lorenz,Volts,92,90,38,35.202234599399645,24,14,5,0,5,14,2,0,7,1,0,0,43,0.4184927566486496,0.4222222222222222,4.213274341721778,Volts
alinewland,Ali Newland,Volts,10,10,1,0.8742125637576823,1,1,0,0,0,0,0,0,1,1,0,0,2,0.0935356709255803,0.1,-2.5690052426509697,Volts
jessiwarren,Jessi Warren,Volts,66,66,24,23.687650263255144,19,13,2,1,3,1,0,4,8,0,0,0,29,0.3840062287112908,0.36363636363636365,0.962412740958039,Volts
