player_key,player,teams,PA,IP,batting_runs,hitting_runs,wRAA,batting_war,baserunning_runs,baserunning_component_runs,baserunning_war,sb_cs_runs,non_steal_advancement_runs,runner_advancement_runs,batter_advancement_runs,advancement_opportunities,double_play_avoidance_runs,double_play_opportunities,range_runs,arm_runs,catcher_stolen_bases_allowed,catcher_caught_stealing,catcher_steal_attempts,catcher_cs_rate,catcher_throwing_runs,throwing_runs,defense_runs,defense_war,defensive_war,offensive_war,arm_opportunities,positional_adjustment_runs,league_adjustment_runs,position_replacement_runs,position_war,RA7,ERA,FIP,ERA_minus_FIP,FIP_BF,opponent_expected_RA7,pitching_runs_above_average,ra7_pitching_runs_above_average,pitching_war,pitcher_range_runs,pitcher_arm_runs,pitcher_defense_runs,pitcher_defense_war,pitcher_war,total_war,quality_flags
abyvieira,Aby Vieira,Blaze,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_positional_adjustment
alanavawter,Alana Vawter,Blaze,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,6.32258064516129,4.516129032258064,4.219260181019538,0.2968688512385258,152,5.232160620755586,-4.82823802368887,-4.851413201708639,-0.045787902285865836,0.0,-0.023175178019768993,-0.023175178019768993,-0.002173075957891528,-0.04796097824375736,-0.04796097824375736,no_positional_adjustment|no_reliever_leverage_adjustment
aleshiaocasio,Aleshia Ocasio,Blaze,6,30.666666666666668,-1.392838438452252,-1.392838438452252,-1.392838438452252,-0.13060282519710878,-0.2476079182112148,-0.2476079182112148,-0.023217548257423313,0.018302431837860518,-0.2659103500490753,0.02493346072756275,-0.29084381077663807,6,0.0,0,0.0,0.0031717730610008755,0,0,0,0.0,0.0,0.0031717730610008755,0.0031717730610008755,0.00029740888190241935,0.00029740888190241935,-0.13158985705876086,1,0.0,-0.001089866875683493,0.23817139781456137,-0.13129244817685845,8.67391304347826,7.989130434782608,6.390601929500137,1.5985285052824718,161,5.114591039358144,-15.731625752890066,-15.615389474724832,-1.0725458480678514,0.10407292425686693,0.012163353908367341,0.11623627816523427,0.010899172437864204,-1.0616466756299872,-1.1929391238068456,small_position_player_sample|no_positional_adjustment|no_reliever_leverage_adjustment
aliaguilar,Ali Aguilar,Talons,83,0.0,-1.8559008901179308,-1.8559008901179308,-1.8559008901179308,-0.17402298274060732,-0.1669034571930761,-0.9262702931649931,-0.08685394791224336,0.28368769348683803,-0.4505911506799141,-0.2126299349724194,-0.23796121570749473,42,-0.759366835971917,4,-0.2697570196737991,-0.12124758125152064,0,0,0,0.0,0.0,-0.12124758125152064,-0.39100460092531975,-0.03666348094374868,-0.03666348094374868,0.04664521282198482,17,0.0,-0.01507649178028832,3.2947043364347652,0.009981731878236127,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009981731878236127,no_positional_adjustment
alinewland,Ali Newland,Blaze|Volts,21,0.0,2.11575287305984,2.11575287305984,2.11575287305984,0.1983886249919772,0.4326328224637961,0.5832329454366747,0.05468823111078447,-0.23082911065196723,0.6634619331157633,0.08841908645253671,0.5750428466632266,21,0.15060012297287856,1,0.0,-0.09491823482992617,0,0,0,0.0,0.0,-0.09491823482992617,-0.09491823482992617,-0.008900235152388736,-0.008900235152388736,0.330883663487961,4,0.0,-0.0038145340648922253,0.8335998923509648,0.3219834283355723,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3219834283355723,no_positional_adjustment
aliyahandrews,Aliyah Andrews,Blaze,54,0.0,-2.732563030297741,-2.732563030297741,-2.732563030297741,-0.25622530362001633,2.0581588043379004,2.0581588043379004,0.19298817948299177,0.19217553429753545,1.865983270040365,1.2005572564460854,0.6654260135942796,44,0.0,0,0.0,-0.20253719196642997,0,0,0,0.0,0.0,-0.20253719196642997,-0.20253719196642997,-0.018991383887781554,-0.018991383887781554,0.13683752342491662,18,0.0,-0.009808801881151437,2.143542580331052,0.11784613953713505,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11784613953713505,no_positional_adjustment
aliyahbinford,Aliyah Binford,Blaze,23,13.666666666666666,-2.2230313004876656,-2.2230313004876656,-2.2230313004876656,-0.2084478431453376,-0.4512524996127526,-0.951720113221103,-0.08924031111728205,0.06405851143251182,-0.5153110110452644,-0.15394884625794952,-0.3613621647873149,12,-0.5004676136083503,1,-0.10852293894922954,-0.010655661542824426,0,0,0,0.0,0.0,-0.010655661542824426,-0.11917860049205396,-0.011175066323267164,-0.011175066323267164,-0.21247117474549657,5,0.0,-0.00417782302345339,0.9129903582891519,-0.22364624106876374,5.634146341463415,4.609756097560976,4.0411851744630205,0.5685709230979556,64,5.3828947037137285,-0.4439200141895706,-0.5004186934724749,0.1377799230951296,0.0,-0.056498679282904314,-0.056498679282904314,-0.005297733700149904,0.1324821893949797,-0.09116405167378405,no_positional_adjustment|no_reliever_leverage_adjustment
allyshipmanshrout,Ally Shipman-Shrout,Blaze|Talons,19,0.0,-0.365655153658908,-0.365655153658908,-0.365655153658908,-0.034286529433236505,0.005465736658132901,0.005465736658132901,0.0005125078613775147,0.054907295513581554,-0.04944155885544865,-0.1467571433472708,0.09731558449182214,5,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03662261368141661,0,0.0,-0.003451245106331061,0.7542094264127777,0.03662261368141661,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03662261368141661,small_position_player_sample|no_positional_adjustment
amandalorenz,Amanda Lorenz,Volts,92,0.0,4.213274341721778,4.213274341721778,4.213274341721778,0.3950677387758039,-4.170849237209621,-3.546020843881206,-0.33250111975179925,-0.6906876052796148,-3.4801616319300064,-2.572765464157988,-0.9073961677720186,66,0.624828393328415,4,-0.20083261599838648,-0.5790970983082713,0,0,0,0.0,0.0,-0.5790970983082713,-0.7799297143066577,-0.07313197376776395,-0.07313197376776395,0.403434537092497,22,0.0,-0.01671129209381356,3.6519614331566075,0.33030256332473307,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33030256332473307,no_positional_adjustment
anagold,Ana Gold,Blaze,82,0.0,7.151252871931292,7.151252871931292,7.151252871931292,0.6705543177075252,2.39165267641508,2.39165267641508,0.224259029480212,-0.9955335733714725,3.3871862497865526,-0.32418834666312435,3.711374596449677,62,0.0,0,-0.32239253570771115,-0.16737846088365974,0,0,0,0.0,0.0,-0.16737846088365974,-0.4897709965913709,-0.04592454809440512,-0.04592454809440512,1.1986304045966107,17,0.0,-0.014894847301007737,3.255009103465672,1.1527058565022055,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1527058565022055,no_positional_adjustment
